rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
5242	PRRX2	paired related homeobox 2	774	17	0	1	4	0	0	0	4	4	4	1.736250e-01	1	3.690000e-01	4.776175e-01	1
5243	C9orf91	chromosome 9 open reading frame 91	1061	7	0	0	4	1	0	0	5	5	5	1.736312e-01	1	5.790000e-01	4.776284e-01	1
5244	ANKLE1	ankyrin repeat and LEM domain containing 1	1882	6	0	4	6	0	0	0	6	6	6	6.361326e-01	1	2.080000e-01	4.776862e-01	1
5245	RPH3AL	rabphilin 3A-like (without C2 domains)	980	30	0	2	4	0	0	0	4	4	4	5.769842e-01	1	2.410000e-01	4.777004e-01	1
5246	P4HA1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I	1736	1	0	0	1	0	0	0	1	1	1	4.777439e-01	NaN	NaN	4.777439e-01	1
5247	FAM55D	family with sequence similarity 55, member D	1655	0	0	1	7	1	0	0	8	8	8	5.329682e-01	1	2.920000e-01	4.778323e-01	1
5248	RNF121	ring finger protein 121	1016	36	0	1	2	0	0	0	2	2	2	8.731604e-01	1	1.720000e-01	4.778520e-01	1
5249	ATG2B	ATG2 autophagy related 2 homolog B (S. cerevisiae)	6401	3	0	8	14	0	0	1	15	14	14	9.929881e-01	1.470000e-01	9.200000e-01	4.778765e-01	1
5250	C1orf158	chromosome 1 open reading frame 158	597	0	0	4	2	0	1	0	3	3	3	1.738796e-01	1	7.970000e-01	4.780633e-01	1
5251	MCM7	minichromosome maintenance complex component 7	2841	0	0	2	5	0	2	0	7	7	7	1.739008e-01	1	6.710000e-01	4.781003e-01	1
5252	ERMAP	erythroblast membrane-associated protein (Scianna blood group)	1529	0	0	0	6	0	0	0	6	6	6	3.345700e-01	1	2.710000e-01	4.782325e-01	1
5253	CTDSPL	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	861	2	0	2	2	0	2	0	4	4	4	1.739871e-01	1	9.450000e-01	4.782513e-01	1
5254	UBOX5	U-box domain containing 5	3928	3	0	2	8	0	0	0	8	7	7	8.407612e-01	1.610000e-01	5.440000e-01	4.783395e-01	1
5255	GALR3	galanin receptor 3	1115	0	0	6	7	0	0	1	8	8	7	6.422559e-01	2.780000e-01	8.220000e-01	4.783636e-01	1
5256	FANCF	Fanconi anemia, complementation group F	1127	3	0	2	4	1	0	0	5	5	5	1.740691e-01	1	9.470000e-01	4.783947e-01	1
5257	KCNA1	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)	1488	1	0	6	9	0	0	0	9	8	9	6.911080e-01	2.030000e-01	5.060000e-01	4.785522e-01	1
5258	C5orf58	chromosome 5 open reading frame 58	321	58	0	0	2	0	0	0	2	2	2	3.105681e-01	1	2.380000e-01	4.786736e-01	1
5259	SLC39A12	solute carrier family 39 (zinc transporter), member 12	2124	1	0	0	8	1	0	1	10	10	10	5.155251e-01	1	2.490000e-01	4.787064e-01	1
5260	APC2	adenomatosis polyposis coli 2	6968	1	0	16	29	0	0	1	30	27	26	6.527829e-01	1.670000e-01	1	4.787860e-01	1
5261	AIFM2	apoptosis-inducing factor, mitochondrion-associated, 2	1154	122	0	2	3	0	0	1	4	4	4	8.071680e-01	1	9.600000e-02	4.788825e-01	1
5262	PACSIN1	protein kinase C and casein kinase substrate in neurons 1	1371	6	0	0	5	0	0	0	5	5	5	1.744483e-01	1	9.000000e-01	4.790571e-01	1
5263	TRIM3	tripartite motif-containing 3	2279	0	0	1	5	1	0	0	6	6	6	1.745332e-01	1	6.880000e-01	4.792054e-01	1
5264	ABCG5	ATP-binding cassette, sub-family G (WHITE), member 5 (sterolin 1)	2004	6	0	2	6	0	0	0	6	6	6	4.960972e-01	1	2.490000e-01	4.793677e-01	1
5265	BHMT	betaine-homocysteine methyltransferase	1249	37	0	2	4	0	0	0	4	4	4	7.465171e-01	1	1.950000e-01	4.794703e-01	1
5266	PLAC8L1	PLAC8-like 1	548	43	0	1	2	0	0	0	2	2	2	5.710645e-01	1	2.560000e-01	4.795763e-01	1
5267	RPGRIP1	retinitis pigmentosa GTPase regulator interacting protein 1	3955	5	0	4	12	1	0	1	14	14	14	1.747543e-01	1	9.570000e-01	4.795912e-01	1
5268	TBC1D21	TBC1 domain family, member 21	1053	27	0	1	1	0	2	1	4	4	4	1.748376e-01	1	4.640000e-01	4.797365e-01	1
5269	HIST2H3D	histone cluster 2, H3d	409	0	0	4	7	0	0	1	8	8	7	5.571274e-01	2.920000e-01	5.690000e-01	4.799115e-01	1
5270	ARHGEF18	rho/rac guanine nucleotide exchange factor (GEF) 18	3598	4	0	6	10	0	0	1	11	11	11	4.666018e-01	1	1.570000e-01	4.799772e-01	1
5271	ALAS2	aminolevulinate, delta-, synthase 2	1880	20	0	1	4	0	1	0	5	5	5	4.331411e-01	1	3.530000e-01	4.800004e-01	1
5272	C1orf91	chromosome 1 open reading frame 91	705	2	1	1	1	0	1	0	2	2	2	3.855284e-01	1	1.850000e-01	4.800718e-01	1
5273	GP9	glycoprotein IX (platelet)	538	16	0	1	1	0	0	0	1	1	1	4.801725e-01	NaN	NaN	4.801725e-01	1
5274	HSH2D	hematopoietic SH2 domain containing	1080	0	0	0	1	0	0	0	1	1	1	4.802522e-01	NaN	NaN	4.802522e-01	1
5275	CDON	Cdon homolog (mouse)	3871	0	0	4	11	1	2	0	14	13	14	1.751509e-01	1	7.750000e-01	4.802825e-01	1
5276	RANBP17	RAN binding protein 17	3377	22	0	3	15	3	1	0	19	17	19	1.751975e-01	1	7.480000e-01	4.803637e-01	1
5277	DNAH5	dynein, axonemal, heavy chain 5	14189	0	0	23	79	4	3	0	86	83	83	9.898984e-01	1.010000e-01	8.040000e-01	4.803890e-01	1
5278	LRRC23	leucine rich repeat containing 23	1243	14	0	1	1	1	0	0	2	2	2	8.230716e-01	1	1.630000e-01	4.805671e-01	1
5279	POLRMT	polymerase (RNA) mitochondrial (DNA directed)	3777	1	0	12	5	0	1	2	8	8	8	6.641298e-01	1	2.230000e-01	4.805950e-01	1
5280	C5orf48	chromosome 5 open reading frame 48	417	36	0	0	3	0	0	0	3	3	3	1.753509e-01	1	7.590000e-01	4.806309e-01	1
5281	KIF15	kinesin family member 15	4390	21	0	3	7	0	1	1	9	9	9	4.566713e-01	1	3.210000e-01	4.806498e-01	1
5282	EPX	eosinophil peroxidase	2196	10	0	2	11	1	0	1	13	12	13	4.032162e-01	3.670000e-01	7.260000e-01	4.807147e-01	1
5283	AMICA1	adhesion molecule, interacts with CXADR antigen 1	1236	12	0	3	2	0	0	0	2	2	2	8.557174e-01	1	8.000000e-02	4.807548e-01	1
5284	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3	1611	37	0	3	4	0	2	0	6	6	6	1.754535e-01	1	4.970000e-01	4.808095e-01	1
5285	MYLK4	myosin light chain kinase family, member 4	1211	0	0	4	3	0	1	0	4	4	4	7.191610e-01	1	1.390000e-01	4.808474e-01	1
5286	HPS1	Hermansky-Pudlak syndrome 1	2209	10	0	2	3	0	1	0	4	4	4	9.242271e-01	1	1.270000e-01	4.810699e-01	1
5287	TPRX1	tetra-peptide repeat homeobox 1	1242	26	0	1	5	0	0	2	7	6	7	1.756170e-01	1	9.010000e-01	4.810939e-01	1
5288	SLC26A5	solute carrier family 26, member 5 (prestin)	3616	10	0	3	5	1	0	0	6	6	6	8.131953e-01	1	1.450000e-01	4.811517e-01	1
5289	KANK3	KN motif and ankyrin repeat domains 3	2506	0	0	3	10	0	0	0	10	10	9	4.895676e-01	3.030000e-01	4.830000e-01	4.813335e-01	1
5290	MRAP2	melanocortin 2 receptor accessory protein 2	630	7	0	1	2	0	0	0	2	2	2	7.643886e-01	1	1.200000e-01	4.814285e-01	1
5291	RRP9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)	1913	1	0	0	4	0	1	0	5	5	5	1.759623e-01	1	6.970000e-01	4.816943e-01	1
5292	LRRC37A3	leucine rich repeat containing 37, member A3	4949	0	0	2	1	0	0	1	2	2	2	6.155106e-01	1	2.410000e-01	4.818223e-01	1
5293	CTAGE5	CTAGE family, member 5	2536	57	0	2	4	1	2	0	7	7	7	1.760989e-01	1	6.770000e-01	4.819316e-01	1
5294	CRISPLD2	cysteine-rich secretory protein LCCL domain containing 2	1550	26	0	2	8	0	1	0	9	8	9	3.133914e-01	1	4.730000e-01	4.819785e-01	1
5295	ZNF185	zinc finger protein 185 (LIM domain)	2400	1	0	2	6	0	0	0	6	6	6	4.737454e-01	1	3.230000e-01	4.821649e-01	1
5296	GZMM	granzyme M (lymphocyte met-ase 1)	805	70	0	2	5	0	0	0	5	5	5	3.718006e-01	1	4.220000e-01	4.821652e-01	1
5297	SLC23A3	solute carrier family 23 (nucleobase transporters), member 3	2042	18	0	3	2	0	1	0	3	3	3	6.859225e-01	1	2.230000e-01	4.822496e-01	1
5298	FGF13	fibroblast growth factor 13	1009	17	0	2	2	0	0	0	2	2	2	9.961176e-01	1	1.140000e-01	4.823029e-01	1
5299	HDGFRP3		632	1	0	1	2	0	0	0	2	2	2	7.140061e-01	1	2.420000e-01	4.823839e-01	1
5300	OVOL1	ovo-like 1(Drosophila)	816	20	0	1	4	0	1	0	5	5	5	5.069216e-01	1	2.190000e-01	4.824693e-01	1
5301	ZNF367	zinc finger protein 367	1069	12	0	2	3	0	0	2	5	5	5	1.765548e-01	1	7.810000e-01	4.827226e-01	1
5302	OR4N5	olfactory receptor, family 4, subfamily N, member 5	926	4	0	0	4	0	0	1	5	5	5	1.765842e-01	1	6.010000e-01	4.827736e-01	1
5303	POR	P450 (cytochrome) oxidoreductase	2103	0	0	5	7	0	0	1	8	8	8	5.793054e-01	1	6.700000e-02	4.829539e-01	1
5304	CXCL5	chemokine (C-X-C motif) ligand 5	357	61	0	0	1	0	0	0	1	1	1	4.829657e-01	NaN	NaN	4.829657e-01	1
5305	ZNF564	zinc finger protein 564	1674	10	0	1	5	1	0	0	6	6	6	1.767382e-01	1	9.530000e-01	4.830406e-01	1
5306	NDUFV3	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	1436	0	6	0	2	0	0	0	2	2	2	9.994424e-01	1	1.520000e-01	4.833232e-01	1
5307	TPH1	tryptophan hydroxylase 1 (tryptophan 5-monooxygenase)	1373	5	0	0	1	1	0	0	2	2	2	1.769432e-01	1	5.960000e-01	4.833958e-01	1
5308	EPHB6	EPH receptor B6	3129	1	0	2	14	2	0	0	16	16	16	3.510790e-01	4.400000e-01	9.150000e-01	4.833969e-01	1
5309	ZNF664	zinc finger protein 664	786	32	0	0	1	0	0	1	2	2	2	6.019668e-01	1	2.260000e-01	4.834565e-01	1
5310	FAM13A	family with sequence similarity 13, member A	3195	3	0	6	14	2	1	0	17	16	16	4.657928e-01	3.100000e-01	9.320000e-01	4.834963e-01	1
5311	C12orf26	chromosome 12 open reading frame 26	2307	44	0	4	8	2	1	1	12	11	12	8.684352e-01	1.590000e-01	8.860000e-01	4.837725e-01	1
5312	MAP1LC3A	microtubule-associated protein 1 light chain 3 alpha	436	23	0	0	2	0	0	0	2	2	2	1.771784e-01	1	9.820000e-01	4.838030e-01	1
5313	GSTCD	glutathione S-transferase, C-terminal domain containing	1946	3	0	0	5	0	0	0	5	5	5	5.809330e-01	1	2.620000e-01	4.838137e-01	1
5314	RAI2	retinoic acid induced 2	1597	5	0	2	4	0	0	1	5	5	5	3.537566e-01	1	3.480000e-01	4.838959e-01	1
5315	EPHA8	EPH receptor A8	3253	3	0	9	9	0	1	0	10	9	9	9.233254e-01	1.450000e-01	8.900000e-01	4.839762e-01	1
5316	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	2524	0	0	2	6	0	1	2	9	8	9	1.774513e-01	1	6.540000e-01	4.842750e-01	1
5317	ACTG2	actin, gamma 2, smooth muscle, enteric	1165	2	0	0	4	0	0	0	4	4	4	3.263655e-01	1	4.030000e-01	4.844333e-01	1
5318	PTDSS2	phosphatidylserine synthase 2	1508	3	0	2	6	0	2	0	8	8	8	1.775706e-01	1	6.960000e-01	4.844812e-01	1
5319	THBS4	thrombospondin 4	2970	13	0	3	11	0	2	0	13	13	13	3.032003e-01	1	4.670000e-01	4.846623e-01	1
5320	NMUR1	neuromedin U receptor 1	1289	33	0	2	5	0	1	0	6	6	6	1.777347e-01	1	9.950000e-01	4.847648e-01	1
5321	SCN2A	sodium channel, voltage-gated, type II, alpha subunit	6218	6	0	5	16	2	0	1	19	19	19	6.067087e-01	1	1.330000e-01	4.848183e-01	1
5322	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	1317	4	0	0	3	0	0	0	3	3	3	1.777925e-01	1	4.970000e-01	4.848647e-01	1
5323	C6orf72	chromosome 6 open reading frame 72	1025	23	0	0	2	0	0	1	3	3	3	1.778208e-01	1	7.990000e-01	4.849135e-01	1
5324	AVPR2	arginine vasopressin receptor 2 (nephrogenic diabetes insipidus)	1144	1	0	2	3	0	0	0	3	3	3	8.194734e-01	1	2.030000e-01	4.849221e-01	1
5325	DIRC2	disrupted in renal carcinoma 2	1474	0	0	4	3	1	0	0	4	4	4	4.403532e-01	1	3.250000e-01	4.850550e-01	1
5326	CALCB	calcitonin-related polypeptide beta	400	73	0	0	4	0	0	0	4	4	4	3.818645e-01	1	2.730000e-01	4.851347e-01	1
5327	CABIN1	calcineurin binding protein 1	6807	8	0	8	15	0	0	0	15	13	15	9.998070e-01	1	5.900000e-02	4.851637e-01	1
5328	ATP5F1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1	1201	0	0	3	2	0	0	1	3	3	3	7.913145e-01	1	2.170000e-01	4.853020e-01	1
5329	EBPL	emopamil binding protein-like	635	0	0	0	1	0	1	0	2	2	2	1.781561e-01	1	8.530000e-01	4.854922e-01	1
5330	SFRS18	splicing factor, arginine/serine-rich 18	2458	9	0	1	6	1	1	2	10	9	10	1.782493e-01	1	4.730000e-01	4.856530e-01	1
5331	BICD1	bicaudal D homolog 1 (Drosophila)	2966	18	0	8	5	0	0	0	5	5	5	9.533088e-01	1	1.770000e-01	4.856866e-01	1
5332	MCCD1	mitochondrial coiled-coil domain 1	366	13	0	0	2	0	0	0	2	2	2	1.783798e-01	1	9.250000e-01	4.858780e-01	1
5333	PLS3	plastin 3 (T isoform)	1953	1	0	3	2	0	0	1	3	3	3	9.697153e-01	1	1.330000e-01	4.859605e-01	1
5334	GRM8	glutamate receptor, metabotropic 8	2815	11	0	8	17	0	0	0	17	17	16	9.969489e-01	2.960000e-01	4.070000e-01	4.860057e-01	1
5335	DCDC1	doublecortin domain containing 1	1205	0	0	1	5	0	0	1	6	6	6	4.374081e-01	1	3.160000e-01	4.860206e-01	1
5336	NCCRP1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	850	0	0	0	3	0	0	0	3	3	3	3.984416e-01	1	4.130000e-01	4.860884e-01	1
5337	ORC1L	origin recognition complex, subunit 1-like (yeast)	2944	13	0	3	4	0	1	1	6	6	6	5.872463e-01	1	1.890000e-01	4.861246e-01	1
5338	SYT1	synaptotagmin I	1301	8	0	2	9	0	2	0	11	11	11	5.854135e-01	1	1.180000e-01	4.861733e-01	1
5339	OPN1SW	opsin 1 (cone pigments), short-wave-sensitive	1065	0	0	2	3	0	0	0	3	3	3	9.156900e-01	1	1.270000e-01	4.861879e-01	1
5340	FAM180A	family with sequence similarity 180, member A	530	44	0	1	5	0	0	0	5	5	5	2.781484e-01	1	4.780000e-01	4.862081e-01	1
5341	LRRC48	leucine rich repeat containing 48	1670	23	0	1	6	0	1	1	8	7	8	1.786024e-01	1	3.980000e-01	4.862616e-01	1
5342	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	1712	0	0	0	3	0	0	0	3	3	3	2.853360e-01	1	5.550000e-01	4.862925e-01	1
5343	NKAIN3	Na+/K+ transporting ATPase interacting 3	614	17	0	0	3	0	0	0	3	3	3	7.735288e-01	1	1.790000e-01	4.864042e-01	1
5344	H1FNT	H1 histone family, member N, testis-specific	768	3	0	3	5	0	0	0	5	5	5	1.787925e-01	1	9.810000e-01	4.865891e-01	1
5345	SH2D2A	SH2 domain protein 2A	1234	9	0	1	3	0	0	0	3	3	3	6.825740e-01	1	1.150000e-01	4.866611e-01	1
5346	OCLN	occludin	1601	41	0	1	5	0	0	1	6	6	6	1.788693e-01	1	7.430000e-01	4.867212e-01	1
5347	CCDC97	coiled-coil domain containing 97	1048	1	0	6	8	0	0	1	9	9	8	8.169514e-01	1.830000e-01	8.450000e-01	4.867953e-01	1
5348	LAMA3	laminin, alpha 3	10475	6	0	14	31	1	2	0	34	34	33	6.805199e-01	5.100000e-01	1.070000e-01	4.869061e-01	1
5349	GRM1	glutamate receptor, metabotropic 1	3680	2	0	17	25	0	0	0	25	21	24	9.999995e-01	4.990000e-01	4.300000e-02	4.869460e-01	1
5350	TIGD4	tigger transposable element derived 4	1539	2	0	0	3	1	0	1	5	5	5	1.792261e-01	1	5.160000e-01	4.873349e-01	1
5351	JAG2	jagged 2	3817	1	0	12	8	0	1	0	9	9	8	9.439199e-01	2.140000e-01	4.970000e-01	4.875389e-01	1
5352	ANKRD20A1	ankyrin repeat domain 20 family, member A1	2528	9	0	0	1	0	0	1	2	2	2	8.193111e-01	1	2.000000e-01	4.876839e-01	1
5353	MYEOV	myeloma overexpressed gene (in a subset of t(11;14) positive multiple myelomas)	950	4	0	4	4	0	0	0	4	4	4	3.998384e-01	1	2.990000e-01	4.878527e-01	1
5354	KCNU1	potassium channel, subfamily U, member 1	3556	1	0	5	24	0	4	0	28	25	28	9.356490e-01	4.230000e-01	1.520000e-01	4.880539e-01	1
5355	NTM	neurotrimin	1195	9	0	3	7	0	1	0	8	8	8	6.441094e-01	1	5.500000e-02	4.881602e-01	1
5356	STK17B	serine/threonine kinase 17b	1147	8	0	3	4	1	0	0	5	4	5	6.071864e-01	1	2.830000e-01	4.881957e-01	1
5357	HERC6	hect domain and RLD 6	2956	4	0	4	5	1	1	0	7	7	7	3.115272e-01	1	4.850000e-01	4.882369e-01	1
5358	UNC5CL	unc-5 homolog C (C. elegans)-like	1589	18	0	3	8	0	0	0	8	8	8	3.777256e-01	1	3.130000e-01	4.883161e-01	1
5359	TIGD2	tigger transposable element derived 2	1578	8	0	1	3	0	0	1	4	4	4	7.956277e-01	1	1.980000e-01	4.883410e-01	1
5360	CHP	calcineurin-like EF hand protein 1	615	51	0	0	2	0	0	0	2	2	2	7.311975e-01	1	1.820000e-01	4.884486e-01	1
5361	CD59	CD59 molecule, complement regulatory protein	399	8	0	1	1	0	0	0	1	1	1	4.884723e-01	NaN	NaN	4.884723e-01	1
5362	AGFG2	ArfGAP with FG repeats 2	1490	5	0	2	4	0	2	1	7	6	7	1.799307e-01	1	6.250000e-01	4.885449e-01	1
5363	ZNF596	zinc finger protein 596	1535	6	0	4	9	2	1	0	12	11	12	1.799697e-01	1	6.600000e-01	4.886118e-01	1
5364	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	358	105	0	0	1	0	1	0	2	2	2	1.799717e-01	1	8.080000e-01	4.886152e-01	1
5365	STX18	syntaxin 18	1050	5	0	1	2	0	1	0	3	3	3	1.800215e-01	1	6.080000e-01	4.887006e-01	1
5366	ZNF30	zinc finger protein 30	1891	7	0	1	5	0	1	0	6	6	6	6.361892e-01	1	2.560000e-01	4.887350e-01	1
5367	NCKIPSD	NCK interacting protein with SH3 domain	2381	8	0	5	10	0	1	0	11	11	11	1.800629e-01	1	9.580000e-01	4.887716e-01	1
5368	CCDC111	coiled-coil domain containing 111	1731	2	0	1	4	0	0	0	4	4	4	7.863505e-01	1	2.140000e-01	4.887910e-01	1
5369	STK4	serine/threonine kinase 4	1506	60	0	2	7	1	1	0	9	9	9	1.802549e-01	1	9.820000e-01	4.891007e-01	1
5370	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	697	2	0	1	1	0	0	0	1	1	1	4.891566e-01	NaN	NaN	4.891566e-01	1
5371	TTYH2	tweety homolog 2 (Drosophila)	1659	7	0	3	7	1	0	0	8	8	8	1.803877e-01	1	4.920000e-01	4.893282e-01	1
5372	TCFL5	transcription factor-like 5 (basic helix-loop-helix)	1525	56	0	2	1	2	0	0	3	3	3	5.639021e-01	1	2.690000e-01	4.894326e-01	1
5373	MEMO1	mediator of cell motility 1	926	13	0	0	3	0	0	1	4	4	4	1.804503e-01	1	8.470000e-01	4.894353e-01	1
5374	KRT13	keratin 13	1407	14	0	4	5	0	0	0	5	5	5	9.606063e-01	1	1.350000e-01	4.896813e-01	1
5375	C6orf191	chromosome 6 open reading frame 191	407	105	0	0	1	1	0	0	2	2	2	5.643679e-01	1	2.760000e-01	4.896877e-01	1
5376	C8orf4	chromosome 8 open reading frame 4	323	0	0	1	4	1	0	0	5	5	5	1.807988e-01	1	6.630000e-01	4.900317e-01	1
5377	C12orf48	chromosome 12 open reading frame 48	1941	18	0	0	4	0	1	0	5	5	5	3.930923e-01	1	4.250000e-01	4.900722e-01	1
5378	RTKN2	rhotekin 2	1876	2	0	0	5	0	1	1	7	6	7	2.740464e-01	1	2.450000e-01	4.901545e-01	1
5379	PNN	pinin, desmosome associated protein	2188	45	0	3	8	0	1	0	9	9	9	1.811021e-01	1	6.650000e-01	4.905503e-01	1
5380	FOXR2	forkhead box R2	936	5	0	0	4	0	0	0	4	4	4	1.811129e-01	1	8.540000e-01	4.905686e-01	1
5381	FAM65C	family with sequence similarity 65, member C	2925	8	0	10	15	0	0	2	17	17	17	1.813104e-01	1	7.980000e-01	4.909060e-01	1
5382	FAM111A	family with sequence similarity 111, member A	1848	1	0	1	6	1	0	1	8	8	8	1.813614e-01	1	5.130000e-01	4.909931e-01	1
5383	THOC3	THO complex 3	1076	10	0	0	2	0	0	0	2	2	2	1.813616e-01	1	9.950000e-01	4.909935e-01	1
5384	ALDH1A1	aldehyde dehydrogenase 1 family, member A1	1556	13	0	3	8	1	0	0	9	9	9	3.613387e-01	1	4.400000e-01	4.910454e-01	1
5385	KIAA0664	KIAA0664	4030	1	0	8	11	0	1	0	12	11	11	8.640030e-01	1.740000e-01	9.580000e-01	4.911284e-01	1
5386	C1orf127	chromosome 1 open reading frame 127	2520	1	0	1	8	0	0	1	9	9	9	1.814501e-01	1	9.450000e-01	4.911445e-01	1
5387	SPINK7	serine peptidase inhibitor, Kazal type 7 (putative)	272	7	0	1	1	0	0	0	1	1	1	4.912031e-01	NaN	NaN	4.912031e-01	1
5388	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	965	92	0	1	3	0	0	0	3	3	3	4.097853e-01	1	3.350000e-01	4.912892e-01	1
5389	PTPN14	protein tyrosine phosphatase, non-receptor type 14	3632	10	0	10	20	0	1	0	21	21	19	7.968563e-01	1.710000e-01	9.920000e-01	4.915423e-01	1
5390	RHCE	Rh blood group, CcEe antigens	1292	23	0	2	3	0	0	0	3	3	3	7.972590e-01	1	9.000000e-02	4.916988e-01	1
5391	OR2T10	olfactory receptor, family 2, subfamily T, member 10	938	3	0	0	4	0	0	1	5	5	5	2.215129e-01	1	5.200000e-01	4.918473e-01	1
5392	VWA1	von Willebrand factor A domain containing 1	1346	7	0	3	4	0	0	0	4	4	4	5.041360e-01	1	2.700000e-01	4.920705e-01	1
5393	CDH17	cadherin 17, LI cadherin (liver-intestine)	2567	20	0	4	5	0	0	0	5	4	5	9.843873e-01	1	1.720000e-01	4.922724e-01	1
5394	ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	4716	1	0	14	18	0	3	0	21	18	21	8.204483e-01	1.930000e-01	8.340000e-01	4.923199e-01	1
5395	RHAG	Rh-associated glycoprotein	1268	0	0	0	8	0	0	1	9	8	9	4.258066e-01	1	3.420000e-01	4.924999e-01	1
5396	APOBEC1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1	729	33	0	1	3	0	0	0	3	3	3	7.563965e-01	1	2.170000e-01	4.925787e-01	1
5397	SLC9A1	solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)	2492	2	0	4	8	0	0	0	8	8	8	3.772647e-01	1	3.270000e-01	4.930969e-01	1
5398	C22orf40		382	55	0	0	2	0	0	1	3	3	3	1.827085e-01	1	5.950000e-01	4.932879e-01	1
5399	ZNF585B	zinc finger protein 585B	2322	25	0	3	2	0	0	0	2	2	2	9.998866e-01	1	1.830000e-01	4.937480e-01	1
5400	COQ10A	coenzyme Q10 homolog A (S. cerevisiae)	802	0	1	2	2	0	1	0	3	3	3	4.346439e-01	1	1.980000e-01	4.937579e-01	1
5401	UQCRC2	ubiquinol-cytochrome c reductase core protein II	1414	68	0	2	3	1	0	0	4	4	4	3.519217e-01	1	4.090000e-01	4.937821e-01	1
5402	HIC2	hypermethylated in cancer 2	1856	18	0	2	8	0	0	1	9	9	8	5.289483e-01	2.730000e-01	8.740000e-01	4.938106e-01	1
5403	KHK	ketohexokinase (fructokinase)	1726	4	0	2	6	0	0	0	6	6	6	4.626905e-01	1	2.780000e-01	4.941659e-01	1
5404	TRAPPC4	trafficking protein particle complex 4	1133	37	0	1	4	0	0	0	4	4	4	1.832823e-01	1	7.550000e-01	4.942625e-01	1
5405	SDF2L1	stromal cell-derived factor 2-like 1	676	0	0	2	8	0	0	0	8	8	7	1.833469e-01	6.560000e-01	7.100000e-01	4.943720e-01	1
5406	TRPC4	transient receptor potential cation channel, subfamily C, member 4	2989	27	0	6	13	2	1	1	17	14	17	8.222016e-01	2.010000e-01	3.540000e-01	4.943789e-01	1
5407	ARHGAP35	glucocorticoid receptor DNA binding factor 1	4520	8	0	6	12	0	2	0	14	12	14	1.833764e-01	1	9.610000e-01	4.944222e-01	1
5408	TSPAN4	tetraspanin 4	898	0	0	0	1	0	0	0	1	1	1	4.946102e-01	NaN	NaN	4.946102e-01	1
5409	SOCS2	suppressor of cytokine signaling 2	601	9	0	1	2	0	0	0	2	2	2	1.835102e-01	1	9.580000e-01	4.946490e-01	1
5410	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	964	27	0	1	3	0	0	1	4	4	4	5.069760e-01	1	3.120000e-01	4.946746e-01	1
5411	KCNJ4	potassium inwardly-rectifying channel, subfamily J, member 4	1342	14	0	4	3	0	0	0	3	3	3	9.976079e-01	1	1.060000e-01	4.947332e-01	1
5412	SYT2	synaptotagmin II	1292	8	0	1	3	0	2	0	5	5	5	1.835855e-01	1	3.470000e-01	4.947767e-01	1
5413	SLC27A4	solute carrier family 27 (fatty acid transporter), member 4	1980	0	0	2	3	0	0	0	3	3	3	7.714801e-01	1	2.260000e-01	4.948220e-01	1
5414	SLC35B1	solute carrier family 35, member B1	1003	0	0	0	2	0	1	0	3	3	3	1.836794e-01	1	6.720000e-01	4.949357e-01	1
5415	CXADR	coxsackie virus and adenovirus receptor	1122	4	0	0	3	0	1	0	4	4	4	1.837127e-01	1	9.790000e-01	4.949922e-01	1
5416	RNF207	ring finger protein 207	1971	19	0	3	2	0	0	0	2	2	2	9.473391e-01	1	1.490000e-01	4.951126e-01	1
5417	HRCT1	histidine rich carboxyl terminus 1	350	10	0	1	1	1	0	0	2	2	2	1.837959e-01	1	9.030000e-01	4.951332e-01	1
5418	ATF5	activating transcription factor 5	853	17	0	0	3	1	0	0	4	3	4	2.873500e-01	1	3.610000e-01	4.953162e-01	1
5419	ZNF844	zinc finger protein 844	2013	55	0	0	1	0	0	1	2	2	2	8.145033e-01	1	2.230000e-01	4.956104e-01	1
5420	TOMM34	translocase of outer mitochondrial membrane 34	954	28	0	1	4	0	0	0	4	4	4	1.841546e-01	1	9.410000e-01	4.957405e-01	1
