gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
LAPTM4B	lysosomal associated protein transmembrane 4 beta	978	4	1	1	6	0	1	1	8	8	8	4.793914e-02	1	2.300000e-01	1	2.441550e-01	5.707045e-01	1.004463e-01	1
KCNV1	potassium channel, subfamily V, member 1	1511	1	0	0	10	0	1	0	11	10	11	3.453796e-02	1	2.790000e-01	1	2.856791e-01	7.230336e-01	1.005191e-01	1
TBC1D24	TBC1 domain family, member 24	1704	1	0	0	4	0	0	0	4	4	4	1.636341e-01	1	9.200000e-02	1.000000e+00	7.854481e-02	4.255653e-01	1.006483e-01	1
PPP2R3C	protein phosphatase 2 (formerly 2A), regulatory subunit B'', gamma	1479	33	1	1	7	0	0	0	7	7	7	1.340141e-01	1	9.100000e-02	1	1.005276e-01	8.930215e-01	1.007270e-01	1
GLB1L3	galactosidase, beta 1-like 3	2106	4	1	5	6	0	1	0	7	7	7	7.479532e-01	1	6.200000e-03	1	5.968105e-03	8.607210e-01	1.007476e-01	1
ABHD12B	abhydrolase domain containing 12B	1137	3	3	1	4	0	0	0	4	4	3	6.909192e-01	2.800000e-02	9.190000e-01	5.250100e-03	9.267330e-01	8.887129e-01	1.010737e-01	1
SLC16A13	solute carrier family 16, member 13 (monocarboxylic acid transporter 13)	1293	4	0	0	3	0	0	2	5	5	5	2.075588e-02	1	7.080000e-01	1.000000e+00	7.218121e-01	8.174470e-02	1.011834e-01	1
PARVB	parvin, beta	1364	3	1	1	3	0	0	0	3	3	3	8.877223e-01	1	1.020000e-02	1.000000e+00	1.094533e-02	2.063428e-01	1.012485e-01	1
RAB11FIP1	RAB11 family interacting protein 1 (class I)	3903	0	0	6	7	0	0	0	7	7	7	8.844468e-01	1	5.600000e-03	1	4.681066e-03	5.399485e-01	1.012943e-01	1
ELF2	E74-like factor 2 (ets domain transcription factor)	1870	6	2	0	3	0	0	0	3	3	3	5.198000e-01	1	3.700000e-02	1.000000e+00	3.541653e-02	6.188864e-01	1.013233e-01	1
TTLL5	tubulin tyrosine ligase-like family, member 5	4195	2	2	0	9	1	1	0	11	11	11	2.080930e-02	1	6.020000e-01	1	6.004793e-01	6.674454e-01	1.013903e-01	1
SNRNP25	small nuclear ribonucleoprotein 25kDa (U11/U12)	415	8	0	1	1	1	0	0	2	2	2	3.610411e-01	1	4.600000e-02	9.999943e-01	4.191474e-02	7.849294e-03	1.018975e-01	1
ITIH3	inter-alpha (globulin) inhibitor H3	2757	1	3	7	8	0	0	0	8	8	7	9.348979e-01	1.742000e-01	4.190000e-02	1.009911e-02	4.306679e-02	9.416344e-02	1.019026e-01	1
WAS	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	1553	20	1	1	1	1	0	0	2	2	2	9.115078e-01	1	2.200000e-02	9.999996e-01	2.716498e-02	2.010510e-02	1.019914e-01	1
STIL	SCL/TAL1 interrupting locus	3927	0	0	3	8	0	0	0	8	8	7	5.376365e-01	3.200000e-02	2.940000e-01	7.102064e-03	3.011600e-01	6.037469e-01	1.020036e-01	1
HK2	hexokinase 2	2822	1	0	2	9	2	0	0	11	11	11	6.685744e-02	1	1.910000e-01	1	2.008614e-01	6.720897e-01	1.021018e-01	1
TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)	1407	0	3	0	6	0	0	0	6	6	5	4.210348e-01	4.000000e-02	9.420000e-01	1.058814e-02	9.290490e-01	9.902381e-01	1.023277e-01	1
STEAP2	six transmembrane epithelial antigen of the prostate 2	1591	1	0	0	9	0	0	1	10	10	10	2.108005e-02	1	8.870000e-01	1	9.058073e-01	7.182569e-01	1.024370e-01	1
TNXB	tenascin XB	13076	6	1	11	53	1	0	0	54	42	46	1.445955e-01	7.700000e-02	9.390000e-01	6.376178e-02	9.331421e-01	9.893018e-01	1.025562e-01	1
EDIL3	EGF-like repeats and discoidin I-like domains 3	1451	3	0	2	7	1	2	1	11	11	11	9.918199e-02	1	9.200000e-02	1	8.592138e-02	9.928510e-01	1.026134e-01	1
TFEB	transcription factor EB	1741	3	0	0	5	0	0	1	6	6	6	1.108478e-01	1	1.150000e-01	1	1.130121e-01	2.055920e-01	1.027914e-01	1
EBF1	early B-cell factor 1	1836	0	17	6	47	8	10	3	68	53	60	1.700505e-01	9.300000e-02	5.410000e-01	5.305245e-01	5.331183e-01	8.454802e-01	1.031165e-01	1
EPG5	ectopic P-granules autophagy protein 5 homolog (C. elegans)	7912	0	2	6	13	1	0	0	14	11	13	9.251215e-01	2.200000e-02	9.700000e-01	6.926925e-03	9.742180e-01	1.966359e-01	1.031992e-01	1
ADAMTSL4	ADAMTS-like 4	3435	7	1	3	11	1	1	2	15	15	15	2.128189e-02	1	9.620000e-01	1	9.642319e-01	3.347954e-01	1.032150e-01	1
TMEM143	transmembrane protein 143	1426	42	1	2	5	0	0	0	5	5	5	5.321416e-01	1	2.100000e-02	1.000000e+00	1.738695e-02	8.299946e-01	1.032295e-01	1
SEMG2	semenogelin II	1753	16	0	2	5	0	0	1	6	6	5	1.250090e-01	1.440000e-01	8.290000e-01	8.509787e-03	8.314522e-01	1.757294e-01	1.035792e-01	1
HIF1A	hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	2646	4	2	2	3	1	3	1	8	7	7	3.889719e-01	5.300000e-02	9.520000e-01	7.893709e-03	9.500836e-01	9.234574e-01	1.036442e-01	1
DOHH	deoxyhypusine hydroxylase/monooxygenase	921	2	0	3	2	0	0	1	3	3	2	9.048455e-01	3.750000e-02	1.702000e-01	3.240906e-03	1.628510e-01	2.361240e-02	1.038417e-01	1
CEP63	centrosomal protein 63kDa	2265	1	0	0	4	0	0	1	5	5	5	7.303473e-02	1	2.710000e-01	1.000000e+00	2.504244e-01	5.016913e-01	1.039469e-01	1
TMEM169	transmembrane protein 169	898	3	0	1	5	0	0	0	5	5	5	2.148776e-02	1	9.770000e-01	1.000000e+00	9.758877e-01	6.418514e-01	1.040066e-01	1
TIRAP	toll-interleukin 1 receptor (TIR) domain containing adaptor protein	734	1	0	0	4	0	0	0	4	4	4	1.311776e-01	1	1.110000e-01	1.000000e+00	1.054242e-01	4.844617e-01	1.041040e-01	1
CCDC11	coiled-coil domain containing 11	1573	9	0	2	6	1	0	1	8	8	8	3.643030e-02	1	5.240000e-01	1	5.172806e-01	7.966350e-01	1.041699e-01	1
DEPDC1B	DEP domain containing 1B	1630	28	1	3	7	0	1	0	8	8	8	4.069405e-01	4.900000e-02	3.970000e-01	1	4.009848e-01	4.146221e-01	1.043140e-01	1
NOTCH1	Notch homolog 1, translocation-associated (Drosophila)	7800	0	5	13	18	5	0	6	29	24	25	6.746823e-01	2.600000e-02	9.960000e-01	2.231138e-08	9.973070e-01	4.704524e-04	1.043983e-01	1
SUSD4	sushi domain containing 4	1880	0	2	5	6	1	0	0	7	7	6	8.642213e-01	4.500000e-02	1.550000e-01	1.106223e-02	1.509194e-01	9.562124e-01	1.044586e-01	1
C19orf52	chromosome 19 open reading frame 52	787	3	0	1	2	0	0	0	2	2	1	8.643954e-01	2.400000e-02	7.640000e-01	1.264223e-03	7.640876e-01	4.350878e-01	1.044752e-01	1
KCNH1	potassium voltage-gated channel, subfamily H (eag-related), member 1	3010	0	0	8	6	0	0	0	6	6	5	9.842450e-01	1.600000e-02	3.430000e-01	4.967426e-03	3.396513e-01	1.809130e-01	1.046420e-01	1
PLIN4	perilipin 4	4094	0	0	2	15	0	0	1	16	16	16	2.166971e-02	1	9.720000e-01	1	9.672149e-01	7.854762e-01	1.047046e-01	1
PDE6B	phosphodiesterase 6B, cGMP-specific, rod, beta (congenital stationary night blindness 3, autosomal dominant)	2649	0	0	1	12	0	1	0	13	12	13	2.166991e-02	1	6.320000e-01	1	6.093417e-01	7.329243e-01	1.047053e-01	1
CPT2	carnitine palmitoyltransferase II	1993	4	1	3	2	0	0	0	2	2	2	9.905137e-01	1	1.000000e-02	9.999997e-01	7.756102e-03	9.231804e-01	1.047909e-01	1
PSG11	pregnancy specific beta-1-glycoprotein 11	1024	57	1	0	3	1	0	0	4	4	4	3.653103e-01	1	1.080000e-02	1.000000e+00	1.049937e-02	8.296923e-01	1.049583e-01	1
SLC26A9	solute carrier family 26, member 9	2748	4	4	4	9	0	0	0	9	9	8	7.497660e-01	5.200000e-02	1.400000e-01	1.300952e-02	1.353842e-01	6.649357e-01	1.049861e-01	1
BRD3	bromodomain containing 3	2251	0	3	8	5	0	0	0	5	5	4	9.884846e-01	1.900000e-02	9.550000e-01	4.423794e-03	9.534532e-01	3.077242e-02	1.049993e-01	1
LRRC8D	leucine rich repeat containing 8 family, member D	2581	0	0	0	3	0	0	0	3	3	3	2.313654e-01	1	3.100000e-02	1.000000e+00	2.428869e-02	5.929031e-01	1.050058e-01	1
C5orf49	chromosome 5 open reading frame 49	452	92	0	0	2	0	1	0	3	3	3	3.954800e-01	1	1.700000e-02	1.000000e+00	1.867356e-02	6.192317e-01	1.050174e-01	1
MYBPH	myosin binding protein H	1470	3	1	1	2	2	0	0	4	4	3	7.250713e-01	5.600000e-02	1.280000e-01	4.065495e-03	1.348097e-01	1.004228e-01	1.050203e-01	1
SPATA25	spermatogenesis associated 25	688	66	1	0	3	0	0	0	3	3	3	3.357794e-01	1	6.500000e-02	1.000000e+00	7.075806e-02	5.042733e-01	1.053016e-01	1
TRRAP	transformation/transcription domain-associated protein	11917	0	4	17	33	0	0	1	34	33	29	8.396721e-01	1.500000e-02	9.890000e-01	1.000000e-16	9.877179e-01	3.170213e-01	1.053238e-01	1
PANX3	pannexin 3	1191	24	0	2	8	1	0	0	9	9	9	2.188334e-02	1	9.680000e-01	1	9.690261e-01	4.406076e-01	1.055221e-01	1
RNF17	ring finger protein 17	5025	0	5	6	9	0	2	0	11	11	10	9.783581e-01	4.590000e-02	2.960000e-01	1.088452e-02	2.960713e-01	7.014684e-01	1.056439e-01	1
UCK2	uridine-cytidine kinase 2	811	16	0	0	4	0	0	0	4	4	4	1.548143e-01	1	9.200000e-02	1.000000e+00	9.302469e-02	1.328871e-01	1.059052e-01	1
PHIP	pleckstrin homology domain interacting protein	5622	1	2	2	10	3	4	2	19	18	18	6.891560e-02	1	1.910000e-01	1	1.547883e-01	3.102916e-01	1.059069e-01	1
RSL1D1	ribosomal L1 domain containing 1	1505	12	1	2	6	0	0	0	6	6	6	4.582042e-01	1	1.800000e-02	1	1.519352e-02	2.085293e-01	1.059440e-01	1
PODXL	podocalyxin-like	1801	4	0	1	2	0	1	0	3	3	3	5.792639e-01	1	3.300000e-02	1.000000e+00	2.725404e-02	1.266206e-02	1.060136e-01	1
ART1	ADP-ribosyltransferase 1	996	11	0	0	4	0	0	0	4	4	4	3.494288e-01	1	5.400000e-02	1.000000e+00	6.011535e-02	4.688955e-01	1.060212e-01	1
DOCK11	dedicator of cytokinesis 11	6442	24	2	8	17	3	0	1	21	21	21	9.795750e-02	1	6.400000e-02	1	6.558790e-02	3.504247e-03	1.061220e-01	1
LRRC8C	leucine rich repeat containing 8 family, member C	2420	0	0	0	7	0	0	0	7	7	7	5.417002e-02	1	2.970000e-01	1	3.067008e-01	6.267335e-01	1.061478e-01	1
TSPAN6	tetraspanin 6	762	88	0	0	4	0	0	0	4	4	4	1.454173e-01	1	1.150000e-01	1.000000e+00	1.192741e-01	7.883211e-01	1.063622e-01	1
MAGT1	magnesium transporter 1	1157	30	1	1	1	2	1	3	7	7	7	2.210456e-02	1	6.190000e-01	1	6.159757e-01	8.604201e-04	1.063665e-01	1
IQCF1	IQ motif containing F1	630	16	0	2	6	0	0	0	6	6	6	2.215198e-02	1	7.700000e-01	1.000000e+00	7.704796e-01	3.885737e-01	1.065472e-01	1
DNM1L	dynamin 1-like	2330	6	1	2	3	0	0	0	3	3	3	8.533664e-01	1	2.200000e-02	1.000000e+00	2.139525e-02	6.628215e-01	1.066826e-01	1
PRR14	proline rich 14	1798	7	0	2	4	0	0	0	4	4	4	8.300545e-01	1	7.500000e-03	1.000000e+00	8.164382e-03	5.542665e-01	1.069032e-01	1
IL16	interleukin 16 (lymphocyte chemoattractant factor)	4067	4	0	8	19	1	0	2	22	22	21	8.902626e-02	2.290000e-01	6.090000e-01	5.525759e-02	5.991647e-01	4.007434e-01	1.069454e-01	1
CEACAM16	carcinoembryonic antigen-related cell adhesion molecule 16	1298	3	0	1	9	0	0	0	9	9	9	1.477099e-01	1	4.400000e-02	1	6.383584e-02	1.442803e-01	1.071266e-01	1
TRIM14	tripartite motif-containing 14	1394	3	0	2	7	0	0	0	7	7	7	1.144560e-01	1	7.000000e-02	1	7.083063e-02	7.621422e-01	1.071826e-01	1
SEC16B	SEC16 homolog B (S. cerevisiae)	3380	22	0	5	16	3	1	1	21	19	20	2.486566e-01	9.900000e-02	5.220000e-01	4.933572e-02	5.018363e-01	9.078690e-01	1.074113e-01	1
CHPF	chondroitin polymerizing factor	2347	8	2	3	8	0	0	0	8	8	7	9.737394e-01	1.110000e-01	7.600000e-02	1.184169e-02	8.029654e-02	8.718099e-01	1.074756e-01	1
RWDD2B	RWD domain containing 2B	976	38	1	0	2	1	2	0	5	5	5	2.240701e-02	1	5.400000e-01	1.000000e+00	5.515757e-01	8.390888e-01	1.075174e-01	1
SATL1	spermidine/spermine N1-acetyl transferase-like 1	2108	0	0	0	5	0	0	0	5	5	5	2.022302e-01	1	7.500000e-02	1.000000e+00	8.225740e-02	9.001984e-01	1.076713e-01	1
CLDN4	claudin 4	630	5	0	2	2	0	0	1	3	3	3	4.586868e-01	1	4.800000e-02	1.000000e+00	4.299712e-02	6.490671e-01	1.077780e-01	1
KCTD9	potassium channel tetramerisation domain containing 9	1214	43	1	0	4	0	2	0	6	6	6	9.209914e-02	1	2.020000e-01	1	1.959310e-01	4.332980e-02	1.081142e-01	1
SCLY	selenocysteine lyase	1437	1	5	2	12	0	0	0	12	12	10	5.973756e-01	3.000000e-02	8.950000e-01	1.051597e-04	8.893015e-01	2.435592e-01	1.086294e-01	1
EXOSC4	exosome component 4	746	3	0	2	2	0	0	0	2	2	1	7.099055e-01	3.200000e-02	6.780000e-01	1.333333e-03	6.910549e-01	1.074977e-01	1.086926e-01	1
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	4775	63	1	5	14	0	1	0	15	15	15	2.840346e-01	1	2.100000e-02	1	2.160562e-02	1.002118e-02	1.087145e-01	1
LYAR	Ly1 antibody reactive homolog (mouse)	1168	3	0	0	2	0	0	0	2	2	2	7.758435e-02	1	2.690000e-01	9.999993e-01	2.856027e-01	6.096939e-01	1.090437e-01	1
CCDC73	coiled-coil domain containing 73	3350	3	0	1	9	0	0	1	10	10	10	2.655337e-01	1	2.700000e-02	1	2.889214e-02	1.764453e-01	1.091424e-01	1
CASP5	caspase 5, apoptosis-related cysteine peptidase	1376	2	0	0	1	0	1	0	2	2	2	3.460758e-01	1	3.700000e-02	9.999995e-01	3.571429e-02	2.393713e-01	1.091617e-01	1
NOP10	NOP10 ribonucleoprotein homolog (yeast)	199	101	0	0	3	0	0	0	3	3	3	2.294618e-02	1	1.480000e-01	9.999998e-01	1.402362e-01	9.144004e-01	1.095589e-01	1
ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	1171	1	0	0	2	0	0	0	2	2	2	4.051083e-01	1	1.340000e-02	9.999993e-01	1.515152e-02	9.078607e-01	1.096475e-01	1
CRP	C-reactive protein, pentraxin-related	680	4	0	0	4	0	0	0	4	4	4	2.303605e-02	1	8.640000e-01	1.000000e+00	8.810722e-01	1.925781e-01	1.098980e-01	1
SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	938	0	1	1	6	0	0	0	6	6	6	2.993514e-01	7.200000e-02	5.040000e-01	1.000000e+00	5.225503e-01	9.307176e-02	1.099508e-01	1
MTMR1	myotubularin related protein 1	2173	17	2	0	8	1	0	1	10	10	10	9.752499e-02	1	1.780000e-01	1	1.782305e-01	1.102047e-08	1.101896e-01	1
CDC42SE2	CDC42 small effector 2	266	3	1	0	2	0	0	0	2	2	2	2.627170e-01	1	3.600000e-02	9.999860e-01	3.520769e-02	7.310351e-01	1.102110e-01	1
WDR54	WD repeat domain 54	1107	8	0	2	5	0	0	0	5	5	4	3.049354e-01	1.860000e-01	2.360000e-01	8.972581e-03	2.397272e-01	8.721168e-01	1.104218e-01	1
HOXB6	homeobox B6	679	7	0	2	4	0	0	0	4	4	4	4.071444e-01	1	1.500000e-02	1.000000e+00	1.189172e-02	5.322536e-01	1.105428e-01	1
TANK	TRAF family member-associated NFKB activator	1596	52	0	1	3	3	1	1	8	8	8	2.322014e-02	1	5.880000e-01	1	5.840443e-01	6.037857e-01	1.105914e-01	1
GINS4	GINS complex subunit 4 (Sld5 homolog)	702	49	1	0	3	0	0	1	4	4	4	1.142016e-01	1	1.490000e-01	1.000000e+00	1.358423e-01	3.271352e-01	1.108809e-01	1
FAM163A	family with sequence similarity 163, member A	508	16	0	0	4	0	0	1	5	5	5	2.099654e-01	1	9.300000e-02	1.000000e+00	1.077518e-01	8.334605e-01	1.109149e-01	1
NCKAP5	NCK-associated protein 5	5798	17	1	10	28	0	0	0	28	24	26	8.040436e-01	2.100000e-02	4.760000e-01	4.651745e-02	4.752361e-01	7.507857e-01	1.109566e-01	1
GHRL	ghrelin/obestatin preprohormone	471	23	0	1	2	0	0	1	3	3	3	7.971779e-02	1	2.620000e-01	1.000000e+00	2.742219e-01	8.821708e-01	1.111071e-01	1
HYI	hydroxypyruvate isomerase homolog (E. coli)	1037	22	0	3	5	0	2	0	7	7	7	8.008227e-02	1	1.870000e-01	1	2.154910e-01	4.424118e-01	1.115081e-01	1
SLC26A1	solute carrier family 26 (sulfate transporter), member 1	2211	8	0	3	11	0	0	0	11	9	10	7.838038e-01	6.590000e-01	1.500000e-02	1.612749e-02	1.535389e-02	2.324853e-01	1.116957e-01	1
HIST1H4E	histone cluster 1, H4e	312	5	1	3	14	0	0	0	14	10	12	1.669293e-01	3.210000e-01	2.140000e-01	1.339857e-01	1.920528e-01	8.776624e-01	1.117816e-01	1
GRIK3	glutamate receptor, ionotropic, kainate 3	2872	1	1	2	12	0	0	0	12	12	10	2.310065e-01	6.500000e-02	7.080000e-01	2.270155e-02	7.032811e-01	7.389958e-01	1.118777e-01	1
ZNF70	zinc finger protein 70	1341	2	0	0	4	0	0	0	4	4	4	2.356685e-02	1	8.730000e-01	1.000000e+00	8.883718e-01	5.085977e-01	1.118934e-01	1
ZSCAN25		1651	17	0	1	6	0	0	0	6	6	5	8.281794e-02	2.350000e-01	6.870000e-01	9.032461e-03	6.959166e-01	3.811495e-01	1.120293e-01	1
IL27RA	interleukin 27 receptor, alpha	1963	6	1	2	4	0	0	0	4	4	3	6.413383e-01	2.400000e-02	2.480000e-01	3.047488e-03	2.312189e-01	9.302095e-01	1.125025e-01	1
TYK2	tyrosine kinase 2	3950	1	2	2	6	0	0	0	6	6	6	8.767611e-01	1	1.240000e-02	1	1.267742e-02	6.306660e-01	1.126173e-01	1
IGFL1	IGF-like family member 1	345	23	0	0	1	1	0	0	2	2	2	2.333544e-01	1	4.500000e-02	9.999918e-01	4.621072e-02	4.994426e-01	1.127741e-01	1
DARS2	aspartyl-tRNA synthetase 2, mitochondrial	2002	3	0	6	6	1	0	0	7	6	7	8.197287e-01	2.500000e-02	2.521000e-01	1	2.561649e-01	8.942757e-01	1.129682e-01	1
UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	4828	1	0	1	16	0	1	1	18	18	18	2.385941e-02	1	4.320000e-01	1	4.331460e-01	4.406408e-01	1.129881e-01	1
SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)	284	16	0	0	0	1	0	0	1	1	1	1.131495e-01	NaN	NaN	NaN	NaN	4.210526e-01	1.131495e-01	1
NEUROD4	neurogenic differentiation 4	1000	9	0	1	5	0	0	0	5	5	5	4.880582e-01	4.500000e-02	6.400000e-01	1.000000e+00	6.316973e-01	2.263098e-01	1.131951e-01	1
C6orf226	chromosome 6 open reading frame 226	306	48	0	0	4	0	0	0	4	4	4	2.393104e-02	1	6.860000e-01	1.000000e+00	6.867877e-01	6.057092e-01	1.132556e-01	1
RPN2	ribophorin II	2014	0	0	1	4	0	0	1	5	5	5	1.842247e-01	1	1.060000e-01	1.000000e+00	1.050071e-01	5.647578e-01	1.133234e-01	1
SCAND3	SCAN domain containing 3	3990	0	0	1	14	1	0	2	17	14	17	4.546202e-02	1	3.140000e-01	1	2.941927e-01	2.872560e-01	1.133580e-01	1
MRPL35	mitochondrial ribosomal protein L35	603	30	0	1	5	0	0	0	5	5	5	6.657122e-02	1	2.410000e-01	1.000000e+00	2.350909e-01	1.815681e-01	1.133847e-01	1
TTF2	transcription termination factor, RNA polymerase II	3577	20	3	3	7	0	0	0	7	7	7	8.877347e-01	2.100000e-02	9.980000e-01	1	9.944682e-01	7.765358e-01	1.133966e-01	1
ZNF229	zinc finger protein 229	2490	7	0	4	5	0	0	2	7	7	6	8.567163e-01	2.800000e-02	5.550000e-01	8.392121e-03	5.612574e-01	7.332065e-01	1.134683e-01	1
TATDN2	TatD DNase domain containing 2	2314	6	0	1	8	0	0	0	8	8	7	9.425535e-02	1.960000e-01	9.790000e-01	1.206103e-02	9.758105e-01	4.727629e-01	1.136438e-01	1
TMEM108	transmembrane protein 108	1759	29	0	2	8	1	0	1	10	9	9	3.248108e-01	5.200000e-02	9.400000e-01	2.022215e-02	9.476842e-01	5.158650e-01	1.136471e-01	1
GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1	2065	6	1	0	6	0	1	0	7	7	7	8.321951e-02	1	2.310000e-01	1	2.310626e-01	2.956976e-01	1.137009e-01	1
ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	161	6	0	0	0	0	0	1	1	1	1	1.140250e-01	NaN	NaN	NaN	NaN	5.850340e-01	1.140250e-01	1
CBX1	chromobox homolog 1 (HP1 beta homolog Drosophila )	572	2	1	1	1	0	0	1	2	2	2	3.607484e-01	1	6.000000e-02	9.999970e-01	4.553790e-02	1.436111e-01	1.141468e-01	1
TUBE1	tubulin, epsilon 1	1472	8	1	0	3	0	0	0	3	3	3	6.201332e-01	1	1.650000e-02	1.000000e+00	1.644130e-02	4.649698e-01	1.142028e-01	1
OR6K3	olfactory receptor, family 6, subfamily K, member 3	996	18	0	0	7	0	0	0	7	7	7	7.934415e-02	1	2.460000e-01	1	2.367201e-01	5.216065e-01	1.142578e-01	1
ELL2	elongation factor, RNA polymerase II, 2	1967	34	1	2	5	0	0	0	5	5	4	6.230885e-01	1.140000e-01	1.150000e-01	5.064564e-03	1.257211e-01	2.613395e-01	1.146316e-01	1
GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	1015	7	0	1	2	0	0	0	2	2	2	8.696114e-01	1	2.600000e-02	9.999990e-01	1.880081e-02	4.271825e-01	1.148124e-01	1
EMC10	ER membrane protein complex subunit 10	1237	2	0	2	3	0	0	0	3	3	2	7.164894e-01	2.800000e-02	4.270000e-01	2.412221e-03	4.534461e-01	6.465037e-01	1.148552e-01	1
MYO5B	myosin VB	5703	20	0	6	26	0	0	0	26	26	25	3.914550e-02	5.000000e-01	8.370000e-01	5.543674e-02	8.221185e-01	3.054510e-01	1.152461e-01	1
HIST1H2BJ	histone cluster 1, H2bj	387	0	0	12	19	0	0	0	19	17	16	3.947504e-01	5.000000e-02	9.990000e-01	3.012093e-01	9.997023e-01	5.534536e-01	1.152780e-01	1
DENND4B	DENN/MADD domain containing 4B	4595	8	0	4	12	0	0	0	12	11	12	1.840969e-01	1	4.400000e-02	1	4.508846e-02	3.201843e-01	1.153164e-01	1
WDHD1	WD repeat and HMG-box DNA binding protein 1	3486	32	2	1	8	3	1	0	12	12	12	7.076824e-02	1	2.100000e-01	1	2.214363e-01	1.563098e-01	1.153199e-01	1
COL6A6	collagen, type VI, alpha 6	6949	9	5	15	38	2	3	1	44	36	40	1.128146e-01	1.040000e-01	7.440000e-01	8.676585e-02	7.379026e-01	8.537727e-01	1.157194e-01	1
ZNF696	zinc finger protein 696	1273	49	0	1	8	1	0	0	9	9	9	6.599983e-02	1	2.530000e-01	1	2.570781e-01	3.889751e-01	1.158097e-01	1
ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial	1813	18	1	2	7	0	0	0	7	7	6	1.599360e-01	2.340000e-01	4.400000e-01	1.151725e-02	4.414582e-01	2.124961e-02	1.158549e-01	1
SPAG5	sperm associated antigen 5	3674	1	0	2	11	0	0	1	12	12	12	5.320328e-02	1	2.360000e-01	1	2.367479e-01	2.296158e-01	1.158659e-01	1
ANAPC5	anaphase promoting complex subunit 5	2392	5	0	1	8	0	0	0	8	7	8	3.732750e-01	1	3.800000e-02	1	3.786810e-02	2.927827e-01	1.158771e-01	1
CSRNP2	cysteine-serine-rich nuclear protein 2	1644	11	0	3	6	0	1	1	8	8	7	8.113269e-02	2.420000e-01	8.040000e-01	1.687217e-02	7.963373e-01	1.421053e-01	1.159815e-01	1
INA	internexin neuronal intermediate filament protein, alpha	1508	2	0	3	4	0	0	0	4	3	4	9.016907e-01	1	1.260000e-02	1.000000e+00	1.184011e-02	9.597765e-01	1.161369e-01	1
SCNM1	sodium channel modifier 1	717	22	1	1	2	0	1	0	3	3	3	5.257989e-01	1	3.000000e-02	1.000000e+00	4.283202e-02	8.683389e-01	1.161600e-01	1
TRIM22	tripartite motif-containing 22	1521	12	0	0	6	1	0	0	7	7	6	1.307912e-01	2.040000e-01	3.570000e-01	1.369545e-02	3.612046e-01	2.466831e-01	1.161858e-01	1
RINT1	RAD50 interactor 1	2435	0	0	0	2	2	0	0	4	4	4	1.156773e-01	1	1.980000e-01	1.000000e+00	2.009376e-01	2.343178e-01	1.163168e-01	1
PA2G4	proliferation-associated 2G4, 38kDa	1263	27	0	2	5	0	1	0	6	6	5	1.062632e-01	1.920000e-01	5.880000e-01	1.176766e-02	5.796709e-01	2.000548e-01	1.163330e-01	1
NADSYN1	NAD synthetase 1	2221	7	0	2	3	1	0	0	4	4	4	8.432286e-01	1	1.670000e-02	1.000000e+00	1.751365e-02	5.956865e-01	1.164498e-01	1
THBS1	thrombospondin 1	3593	0	1	1	14	1	1	0	16	15	15	2.483066e-02	6.550000e-01	8.650000e-01	2.880722e-02	8.734686e-01	8.730463e-01	1.165967e-01	1
SCN4B	sodium channel, voltage-gated, type IV, beta	703	72	0	1	3	0	0	0	3	3	3	4.281525e-01	1	5.600000e-02	1.000000e+00	5.324501e-02	6.745141e-01	1.166048e-01	1
CREG2	cellular repressor of E1A-stimulated genes 2	885	21	0	1	5	0	0	0	5	5	4	5.917030e-01	6.100000e-02	5.980000e-01	1.120438e-02	6.001253e-01	4.328532e-02	1.166738e-01	1
FGF3	fibroblast growth factor 3 (murine mammary tumor virus integration site (v-int-2) oncogene homolog)	728	4	0	2	4	0	0	0	4	4	3	8.082106e-01	3.496000e-01	4.860000e-02	8.176207e-03	4.933044e-02	9.104276e-01	1.168266e-01	1
CYP3A43	cytochrome P450, family 3, subfamily A, polypeptide 43	1844	9	0	1	5	1	0	1	7	6	7	4.834839e-02	1	3.360000e-01	1	3.465812e-01	4.752529e-01	1.168508e-01	1
ARID1A	AT rich interactive domain 1A (SWI-like)	6934	0	0	10	20	9	0	10	39	35	38	2.494017e-02	1	8.900000e-01	1	8.719643e-01	6.842261e-01	1.170012e-01	1
SPTBN5	spectrin, beta, non-erythrocytic 5	11289	17	4	13	45	3	3	4	55	50	49	5.090984e-01	1.600000e-02	9.650000e-01	1.531984e-04	9.670481e-01	1.408614e-01	1.170221e-01	1
